,Search,Tweet_Date,Original_Tweet,Cleaned_Text,leia,oplexion,sentilex,textblob
3774,Bolsonaro,2022-04-17,"Na vdd, trocar o ""Fora Bolsonaro"" pelo candidato menos ruim https://t.co/T9EfR2eqTc",vdd  trocar  fora bolsonaro  candidato menos ruim,negativo,negativo,negativo,negativo
3775,Bolsonaro,2022-04-17,"""Capeta e seus seguidores podem ser tudo, menos cristãos"", diz Gleisi Hoffmann https://t.co/sWpQT1khJk", capeta seguidores podem ser tudo  menos cristaos   diz gleisi hoffmann,neutro,neutro,neutro,neutro
3776,Bolsonaro,2022-04-17,Não é possível! Bolsonaro x Sabotadores https://t.co/gXIrwM5hrj via @YouTube,possivel  bolsonaro x sabotadores via,positivo,neutro,neutro,neutro
3777,Bolsonaro,2022-04-17,"NÃO CURTA NEM DÊ RT SEM ASSISTIR: https://t.co/FKtsNkdxh7 

A IMPRENSA (EMPRESAS) VAI DE BOLSONARO; SUAS REDAÇÕES, NEM TANTO | Blog do Cadu Amaral 

Inscreva-se no canal! 👍

#LulaEoPToBrasilTemJeito",curta de rt assistir  imprensa  empresas  vai bolsonaro  redacoes  tanto   blog cadu amaral inscreva se canal ,neutro,neutro,neutro,positivo
3778,Bolsonaro,2022-04-17,fico vendo os amigos em comum que seguem o bolsonaro no insta aiai... kk,fico vendo amigos comum seguem bolsonaro insta aiai    kk,positivo,negativo,negativo,neutro
3779,Bolsonaro,2022-04-17,"@BrunoEnglerDM Bolsonaro é bom para votar, é bom para nós defender, é bom para  nos proteger e ótimo ficar com ele.🚲🛵🏍️🚜🛴🦽🚲🛵🏍️🚜🚲🚑🚓🏎️🚎🚌🛺🚕🚙🚐🚒🚗🛻🚚🚛🛵🚲🚲🚲🚲🚲🚲",bolsonaro bom votar  bom defender  bom proteger otimo ficar ele ,positivo,positivo,positivo,positivo
3780,Bolsonaro,2022-04-17,"@DomCastilhano Esses ""isentões"" que não entendem a necessidade de apoiar o GOVERNO Bolsonaro são ignorantes ou esquerdistas envergonhados.

Nunca foi tão fácil e óbvio escolher um lado!

#BolsonaroReeleitoEm2022 
#PTNuncaMais", isentoes  entendem necessidade apoiar governo bolsonaro ignorantes esquerdistas envergonhados  nunca tao facil obvio escolher lado ,positivo,neutro,neutro,positivo
3781,Bolsonaro,2022-04-17,@LucianoHangBr E Bolsonaro sendo xingado no estádio por toda a torcida santista?  : https://t.co/vbjQBIZeSx,bolsonaro sendo xingado estadio toda torcida santista   ,neutro,neutro,neutro,neutro
3782,Bolsonaro,2022-04-17,"Contra motociata de Bolsonaro, PT aciona o TSE: - Comício
 
Neste domingo (17), o PT enviou representação ao TSE contra a motociata em apoio a Jair Bolsonaro. (ContraFatos)",contra motociata bolsonaro  pt aciona tse    comicio neste domingo     pt enviou representacao tse contra motociata apoio jair bolsonaro   contrafatos ,positivo,neutro,neutro,neutro
3783,Bolsonaro,2022-04-17,"lá vem o ""nem lula, nem bolsonaro""

realidade: bolsonaro",la vem  nem lula  bolsonaro  realidade  bolsonaro,neutro,neutro,neutro,neutro
3784,Bolsonaro,2022-04-17,"@Biakicis @AbrahamWeint @jairbolsonaro Claro que ela tem o apoio do atual presidente ...

Bolsonaro tem que beber o caldo de lixo, ""centrão"" que hostilizou durante sua campanha, ""política Brasiliensis"". https://t.co/516weIHu35",claro apoio atual presidente     bolsonaro beber caldo lixo   centrao  hostilizou durante campanha   politica brasiliensis  ,positivo,positivo,positivo,neutro
3785,Bolsonaro,2022-04-17,@RuiDiamantino Nossa!! Bolsonaro não vai nem dormir de tão preocupado! https://t.co/stcwveTNjb,nossa   bolsonaro vai dormir tao preocupado ,negativo,neutro,neutro,positivo
3786,Bolsonaro,2022-04-17,@CH02ISA confesso minha tf e o bolsonaro,confesso tf bolsonaro,neutro,neutro,neutro,neutro
3787,Bolsonaro,2022-04-17,bolsonaro me nota me bloqueia,bolsonaro nota bloqueia,neutro,neutro,neutro,neutro
3788,Bolsonaro,2022-04-17,"@RogerioZolini Bolsonaro é bom para votar, é bom para nós defender, é bom para  nos proteger e ótimo ficar com ele.🚲🛵🏍️🚜🛴🦽🚲🛵🏍️🚜🚲🚑🚓🏎️🚎🚌🛺🚕🚙🚐🚒🚗🛻🚚🚛🛵🚲🚲🚲🚲🚲🚲",bolsonaro bom votar  bom defender  bom proteger otimo ficar ele ,positivo,positivo,positivo,positivo
3789,Bolsonaro,2022-04-17,Para quem tinha medo que o Brasil virasse uma Venezuela com o PT o Bolsonaro se encarregou disso https://t.co/rJaDgEf9j2,medo brasil virasse venezuela pt bolsonaro encarregou disso,negativo,neutro,neutro,negativo
3790,Bolsonaro,2022-04-17,@joaoamoedonovo Ué?! Uma postagem sem citar diretamente o Bolsonaro? Está em abstinência..?,ue   postagem citar diretamente bolsonaro  abstinencia   ,neutro,neutro,neutro,positivo
3791,Bolsonaro,2022-04-17,"@FabioOl52587436 Extrema IGNORÂNCIA a tua. Meus pêsames!
Isso aí não é direita e nem apoia bolsonaro. Isso aí é caroneiro e oportunista. Vc não detém capacidade mental para entender isso????? Poha! EVOLUA.",extrema ignorancia tua  pesames  ai direita apoia bolsonaro  ai caroneiro oportunista  vc detem capacidade mental entender isso      poha  evolua ,negativo,negativo,negativo,negativo
3792,Bolsonaro,2022-04-17,@AparecidaAngela Desgoverno Bolsonaro. Pobreza aumentou!,desgoverno bolsonaro  pobreza aumentou ,negativo,neutro,neutro,neutro
3793,Bolsonaro,2022-04-17,"Eu fico impressionado com esses twiteiros defendendo Lula e Bolsonaro. Vocês não se toca que esses dois são lados da mesma moeda? Ou vocês são todos idiotas... 

#ForaBolsonaro #ForaLula #cadeianeles #BrasilSemMemoria",fico impressionado twiteiros defendendo lula bolsonaro  toca dois lados mesma moeda  todos idiotas   ,positivo,neutro,neutro,positivo
3794,Bolsonaro,2022-04-17,"Quem foi o traíra com o Bolsonaro?
As máscaras estão caindo, uma a uma!
É uma questão de tempo. https://t.co/PFHfK4m3Gt",traira bolsonaro  mascaras caindo  uma  questao tempo ,neutro,neutro,neutro,neutro
3795,Bolsonaro,2022-04-17,Empresários pró-Bolsonaro revelam impactos negativos para reeleição https://t.co/ixBj7OxJJU,empresarios pro bolsonaro revelam impactos negativos reeleicao,neutro,neutro,neutro,negativo
3796,Bolsonaro,2022-04-17,"@GugaNoblat Eles querem que o Bolsonaro vença com record de votos, não é possível.
😂",querem bolsonaro venca record votos  possivel ,positivo,neutro,neutro,positivo
3797,Bolsonaro,2022-04-17,"@FriedHardt Os eleitores mais velhos são onde Bolsonaro é mais forte, são os que viveram o governo lula. Os mais novos são os que mais votam no Lula, justo os que não lembram do Lula. Esse argumento aí foi uma bosta. Negócio é anular mesmo, só gente indecente no bolso-petismo",eleitores velhos onde bolsonaro forte  viveram governo lula  novos votam lula  justo lembram lula  argumento ai bosta  negocio anular mesmo  gente indecente bolso petismo,negativo,positivo,positivo,positivo
3798,Bolsonaro,2022-04-17,"@SantosFC Ei bolsonaro vai tomar no c., ei bolsonarista vai mamar o Valdemar da Costa Neto. Hahahahaha vermes.",ei bolsonaro vai tomar c   ei bolsonarista vai mamar valdemar costa neto  hahahahaha vermes ,neutro,neutro,neutro,positivo
3799,Bolsonaro,2022-04-17,"O Brasil de Bolsonaro

https://t.co/0vq10dNXjb",brasil bolsonaro,neutro,neutro,neutro,neutro
3800,Bolsonaro,2022-04-17,"Uia. Eu pensei q as denúncias q pipocaram contra o Ciro Nogueira esses dias vinham dos milicos - do tempo q o Ciro tá dando as cartas, pq só agora? - mas pode ser o Aécio, tentando desgastar o desafeto q o está impedindo de fazer parte do desgoverno.
https://t.co/j8WymaQsR3",uia  pensei q denuncias q pipocaram contra ciro nogueira dias vinham milicos   tempo q ciro ta dando cartas  pq agora    pode ser aecio  tentando desgastar desafeto q impedindo fazer parte desgoverno ,positivo,negativo,negativo,negativo
3801,Bolsonaro,2022-04-17,"@hospicio_brasil Não que já não fosse suspeito junto com o outro puxa saco, mas a foto que tá rolando aí na net hj é de 2019 

https://t.co/Ky1nvFPWDG",suspeito junto outro puxa saco  foto ta rolando ai net hj,negativo,negativo,neutro,negativo
3802,Bolsonaro,2022-04-17,"@aurofernandes12 Em Roraima tem, a questão é. Se fosse só por agronegócio, como algumas pessoas pintam, porque o Bolsonaro não ganha no Tocantins ou no região da Bahia do outro lado do São Francisco? O que fez esses estados prenderem de vez pra direita foi o aumento da presença militar",roraima tem  questao e  agronegocio  algumas pessoas pintam  porque bolsonaro ganha tocantins regiao bahia outro lado francisco  fez estados prenderem vez pra direita aumento presenca militar,positivo,neutro,neutro,positivo
3803,Bolsonaro,2022-04-17,"Momento Crítico, Perigoso...
O POVO PRECISA REAGIR .
VÃO FAZER DE TUDO PARA IMPUGNAR A CANDIDATURA DO BOLSONARO. https://t.co/cobnw1ukUV",momento critico  perigoso    povo precisa reagir   vao fazer tudo impugnar candidatura bolsonaro ,negativo,negativo,neutro,negativo
3804,Bolsonaro,2022-04-17,Impossível não admitir a magnitude de Bolsonaro e Guedes. https://t.co/YrS5sZrjXb,impossivel admitir magnitude bolsonaro guedes ,neutro,neutro,neutro,negativo
3805,Bolsonaro,2022-04-17,"@ArthurWeint Fomos p/as Ruas para apoiar o PR Bolsonaro e demostrar p/a esquerda e seus aliados q/sim podemos nos unir em prol do 🇧🇷.
Porém ao q/parece sua visão e objetivos são outros né,por que logo nesse momento Vc tem sido tão ácido.🤔Será mesmo que está preocupado c/o🇧🇷ou tem algo mais.",p as ruas apoiar pr bolsonaro demostrar p a esquerda aliados q sim podemos unir prol   porem q parece visao objetivos outros ne por logo nesse momento vc sido tao acido sera preocupado c oou algo mais ,positivo,neutro,neutro,positivo
3806,Bolsonaro,2022-04-17,"@EdcarOliveira @g1 Não é sonho, é fato.
https://t.co/9QAyv2kzNQ",sonho  fato ,neutro,neutro,neutro,neutro
3807,Bolsonaro,2022-04-17,"@Punknews4 @gleisi Bolsonaro é bom para votar, é bom para nós defender, é bom para  nos proteger e ótimo ficar com ele.🚲🛵🏍️🚜🛴🦽🚲🛵🏍️🚜🚲🚑🚓🏎️🚎🚌🛺🚕🚙🚐🚒🚗🛻🚚🚛🛵🚲🚲🚲🚲🚲🚲",bolsonaro bom votar  bom defender  bom proteger otimo ficar ele ,positivo,positivo,positivo,positivo
3808,Bolsonaro,2022-04-17,"@Anitta #SouJovemSouBolsonaro22 
Pro seu desespero, fiz o título pra votar em Bolsonaro 👍🇧🇷",pro desespero  fiz titulo pra votar bolsonaro,negativo,neutro,neutro,neutro
3809,Bolsonaro,2022-04-17,@IronMai93685937 @desmentindobozo Você devia tá preocupado é com o Bolsonaro botando no c* de todo mundo.,devia ta preocupado bolsonaro botando c  todo mundo ,negativo,positivo,positivo,neutro
3810,Bolsonaro,2022-04-17,"@BolsonaroSP A impressão que se tem, pelos fatos ocorridos em público até agora, é que o STF dará, sim, um golpe de Estado para impedir um segundo mandato de Bolsonaro https://t.co/mM7sxDQKYY",impressao tem  fatos ocorridos publico agora  stf dara  sim  golpe estado impedir segundo mandato bolsonaro,negativo,neutro,neutro,positivo
3811,Bolsonaro,2022-04-17,@JoseOlimpio63 @MARINESARALDI 🇧🇷esse é um grande prazer. Bolsonaro 22.,grande prazer  bolsonaro  ,positivo,positivo,positivo,positivo
3812,Bolsonaro,2022-04-17,"@CantiiSandra não voto no bolsonaro, sou contra Fake News, no circo que ele armou tinha mais, mas muito mais, que 3mil motos.",voto bolsonaro  contra fake news  circo armou mais  mais  mil motos ,neutro,neutro,neutro,positivo
3813,Bolsonaro,2022-04-17,@LucianoHangBr Bom é assistir o Bolsonaro sendo xingado por toda a torcida santista no estádio  : https://t.co/vbjQBIZeSx,bom assistir bolsonaro sendo xingado toda torcida santista estadio  ,positivo,positivo,positivo,positivo
3814,Bolsonaro,2022-04-17,"@pmarcelo1972 Votei no Eduardo Bolsonaro, porém não terá mais o meu voto,o Presidente Bolsonaro eu continuo votando e no Tarcísio Gomes de Freitas para governador de São Paulo e senador Ricardo Salles 💚💛🇧🇷",votei eduardo bolsonaro  porem voto o presidente bolsonaro continuo votando tarcisio gomes freitas governador paulo senador ricardo salles,neutro,neutro,neutro,neutro
3815,Bolsonaro,2022-04-17,"@ReginaSpiegel5 @gleisi Bolsonaro é bom para votar, é bom para nós defender, é bom para  nos proteger e ótimo ficar com ele.🚲🛵🏍️🚜🛴🦽🚲🛵🏍️🚜🚲🚑🚓🏎️🚎🚌🛺🚕🚙🚐🚒🚗🛻🚚🚛🛵🚲🚲🚲🚲🚲🚲",bolsonaro bom votar  bom defender  bom proteger otimo ficar ele ,positivo,positivo,positivo,positivo
3816,Bolsonaro,2022-04-17,@PauloBa88656680 @Diegoalves_t Bolsonaro é de Satanás,bolsonaro satanas,neutro,neutro,neutro,neutro
3817,Bolsonaro,2022-04-17,"Amazzonia, niente accordi con Bolsonaro: lettera-appello di 35 star del cinema e della musica a Biden - la Repubblica #amazzonia #accordi #bolsonaro #lettera-appello #star #cinema #musica #biden #repubblica  https://t.co/9ekNsBJRyh",amazzonia  niente accordi con bolsonaro  lettera appello di star del cinema della musica biden   la repubblica,neutro,neutro,neutro,neutro
3818,Bolsonaro,2022-04-17,@depheliolopes @jairbolsonaro @rsallesmma @AragaoMosart Essa é a melhor imagem que representa os dois. FORA BOLSONARO! https://t.co/nVwWc7DXRk,melhor imagem representa dois  bolsonaro ,positivo,neutro,neutro,positivo
3819,Bolsonaro,2022-04-17,"@byclaremont po vey mas as vezes a pessoa gosta do bolsonaro, aí complica pro meu lado",po vey vezes pessoa gosta bolsonaro  ai complica pro lado,negativo,neutro,neutro,neutro
3820,Bolsonaro,2022-04-17,"@RosimriBaptista @gleisi Bolsonaro é bom para votar, é bom para nós defender, é bom para  nos proteger e ótimo ficar com ele.🚲🛵🏍️🚜🛴🦽🚲🛵🏍️🚜🚲🚑🚓🏎️🚎🚌🛺🚕🚙🚐🚒🚗🛻🚚🚛🛵🚲🚲🚲🚲🚲🚲",bolsonaro bom votar  bom defender  bom proteger otimo ficar ele ,positivo,positivo,positivo,positivo
3821,Bolsonaro,2022-04-17,"#REQUINTEdaESTUPIDEZ =&gt; BOLSONARO e o LIBERALISMO do MEDO💩🤡🤬
...&gt; {{BOZO e PROLE (FaMILÍCIA) não atingem a nota de corte em uma doutrina política que põe o repúdio à crueldade antes de tudo}}🤡🤮
...&gt; Para o Bozo , a CRUELDADE NÃO é o PIOR de TUDO. &gt;
https://t.co/0hZBsmdOxD https://t.co/wSMLP4Piw2",  gt  bolsonaro liberalismo medo     gt    bozo prole  familicia  atingem nota corte doutrina politica poe repudio crueldade antes tudo       gt  bozo   crueldade pior tudo   gt ,negativo,negativo,negativo,negativo
3822,Bolsonaro,2022-04-17,Bolsonaro levar no DF explica mta coisa dessa cidade. https://t.co/lranzsko4g,bolsonaro levar df explica mta coisa dessa cidade ,neutro,neutro,neutro,neutro
3823,Bolsonaro,2022-04-17,@reinaldoazevedo Quem chama o povo de gado não merece respeito eu voto no Presidente Bolsonaro com orgulho jamais votei no PT e não entendo gente que criticou roubalheira hj está fazendo campanha para o Lulaladrao.,chama povo gado merece respeito voto presidente bolsonaro orgulho jamais votei pt entendo gente criticou roubalheira hj fazendo campanha lulaladrao ,positivo,neutro,neutro,neutro
3824,Bolsonaro,2022-04-17,"@CNNBrasil @ro_russo @iuripitta Deixa eu ver se entendi: Bolsonaro pressiona o zap por querer que o mesmo libere aqui os mesmos recursos que o resto do mundo, já o TSE que ameaçou banir o aplicativo se ñ se submeter a ele, é a democracia? kkkk, vale tudo para eleger o descondenado, tá feio pra vcs heim .",deixa ver entendi  bolsonaro pressiona zap querer libere aqui mesmos recursos resto mundo  tse ameacou banir aplicativo n submeter ele  democracia  kkkk  vale tudo eleger descondenado  ta feio pra vcs heim  ,negativo,neutro,neutro,positivo
3825,Bolsonaro,2022-04-17,"@brasil247 Bolsonaro é bom para votar, é bom para nós defender, é bom para  nos proteger e ótimo ficar com ele.🚲🛵🏍️🚜🛴🦽🚲🛵🏍️🚜🚲🚑🚓🏎️🚎🚌🛺🚕🚙🚐🚒🚗🛻🚚🚛🛵🚲🚲🚲🚲🚲🚲",bolsonaro bom votar  bom defender  bom proteger otimo ficar ele ,positivo,positivo,positivo,positivo
3826,Bolsonaro,2022-04-17,"@pauloeneas @AbrahamWeint @Biakicis @opropriofaka Eu conheço Bolsonaro, quem essa Bia? ela me parece irrelevante",conheco bolsonaro  bia  parece irrelevante,neutro,negativo,negativo,negativo
3827,Bolsonaro,2022-04-17,"@LentzLeonardo @CorsiniEly @xicosa Cara, para mim o que importa é o Bolsonaro fora. Infelizmente e novamente, não será pelo melhor candidato e sim, pelo menos pior. Se o Ciro não consegue se mostrar um candidato viável para isso, um abraço. E qdo precisávamos dele para defender a democracia, ele foi para Paris.",cara  mim importa bolsonaro fora  infelizmente novamente  melhor candidato sim  menos pior  ciro consegue mostrar candidato viavel isso  abraco  qdo precisavamos defender democracia  paris ,positivo,negativo,negativo,negativo
3828,Bolsonaro,2022-04-17,GRACIAS MILEI Y GRACIAS BOLSONARO POR APOYARME(la) EN ESTE ENTRENAMIENTO https://t.co/47clzXQLbj,gracias milei y gracias bolsonaro apoyarme la  en entrenamiento,neutro,neutro,neutro,positivo
3829,Bolsonaro,2022-04-17,"@AccessJulietteF @juliette Fora Bolsonaro

Isso mesmo 

Amigos 🌵🌵🌵🌵🌵 vamos ajudar 

Fora jessi
Fora jessi

Fora jessi

Fora jessi

Fora Bolsonaro

Fora jessi

Foca no Gshow:
https://t.co/6egg2rQERT

#ForaJessi 

Vai Corinthians

Arthur campeão",bolsonaro amigos vamos ajudar jessi jessi jessi jessi bolsonaro jessi foca gshow  vai corinthians arthur campeao,positivo,neutro,neutro,positivo
3830,Bolsonaro,2022-04-17,"@mingo_neto @gleisi Bolsonaro é bom para votar, é bom para nós defender, é bom para  nos proteger e ótimo ficar com ele.🚲🛵🏍️🚜🛴🦽🚲🛵🏍️🚜🚲🚑🚓🏎️🚎🚌🛺🚕🚙🚐🚒🚗🛻🚚🚛🛵🚲🚲🚲🚲🚲🚲",bolsonaro bom votar  bom defender  bom proteger otimo ficar ele ,positivo,positivo,positivo,positivo
3831,Bolsonaro,2022-04-17,Bolsonaro em Porto Seguro dia 22 https://t.co/bXuS7H1o6g a través de @YouTube,bolsonaro porto seguro dia traves,positivo,positivo,positivo,neutro
3832,Bolsonaro,2022-04-17,"@AndreLuiz_06 @gleisi Bolsonaro é bom para votar, é bom para nós defender, é bom para  nos proteger e ótimo ficar com ele.🚲🛵🏍️🚜🛴🦽🚲🛵🏍️🚜🚲🚑🚓🏎️🚎🚌🛺🚕🚙🚐🚒🚗🛻🚚🚛🛵🚲🚲🚲🚲🚲🚲",bolsonaro bom votar  bom defender  bom proteger otimo ficar ele ,positivo,positivo,positivo,positivo
3833,Bolsonaro,2022-04-17,"@IbaneisOficial Que Deus nos ajude e que Bolsonaro perca em outubro, a paz e a recuperação do país só virão com a vitória do Lula, Deus nos acudirá 🙏🙏🙏🙏",deus ajude bolsonaro perca outubro  paz recuperacao pais virao vitoria lula  deus acudira,positivo,neutro,neutro,neutro
3834,Bolsonaro,2022-04-17,"@abacatespacial @andrekammer @marcias73054504 @choquei Na política, o político colhe o que seu antecessor plantou, eu jamais queria colher as merdas que o PT plantou, só o Bolsonaro mesmo, pra ter essa coragem.",politica  politico colhe antecessor plantou  jamais queria colher merdas pt plantou  bolsonaro mesmo  pra ter coragem ,positivo,neutro,neutro,negativo
3835,Bolsonaro,2022-04-17,@bchartsnet Se fosse fazendo gesto pro lado do Bolsonaro tinha sido cortado!,fazendo gesto pro lado bolsonaro sido cortado ,negativo,negativo,neutro,neutro
3836,Bolsonaro,2022-04-17,"@medicinaupap @gleisi Bolsonaro é bom para votar, é bom para nós defender, é bom para  nos proteger e ótimo ficar com ele.🚲🛵🏍️🚜🛴🦽🚲🛵🏍️🚜🚲🚑🚓🏎️🚎🚌🛺🚕🚙🚐🚒🚗🛻🚚🚛🛵🚲🚲🚲🚲🚲🚲",bolsonaro bom votar  bom defender  bom proteger otimo ficar ele ,positivo,positivo,positivo,positivo
3837,Bolsonaro,2022-04-17,"@DepEduardoCunha Não sei onde são realizadas tais pesquisas onde o PT lidera. Mas, se fizer um ""datapovo"", com presença do Lula nas ruas, quero ver como será realmente a representatividade da esquerda no Brasil. Bolsonaro todos os dias tem provado sua popularidade.",sei onde realizadas tais pesquisas onde pt lidera  mas  fizer  datapovo   presenca lula ruas  quero ver realmente representatividade esquerda brasil  bolsonaro todos dias provado popularidade ,positivo,neutro,neutro,positivo
3838,Bolsonaro,2022-04-17,"@LulaOficial @ricardostuckert Temos como ganhar de Bolsonaro no 1º turno.
https://t.co/VeQ9LdutYs",ganhar bolsonaro o turno ,positivo,neutro,neutro,negativo
3839,Bolsonaro,2022-04-17,"@IvanValente Vcs são loucos. Eu trabalho pela reeleição de Bolsonaro de graça. Eu vou a motociata com minha gasolina. Vcs estão acostumados a pagar até a justiça, nunca saberão oq é isso.",vcs loucos  trabalho reeleicao bolsonaro graca  vou motociata gasolina  vcs acostumados pagar justica  nunca saberao oq isso ,positivo,neutro,neutro,negativo
3840,Bolsonaro,2022-04-17,"@SF_Moro BOLSONARO ...... Ďói mas é a verdade que vc precisa ouvir e RECUAR pois sua derrota na política é coisa certa....vc não tem votos nem 
para síndico de condomínio...ass:alguém que admirava vc como juiz.",bolsonaro        doi verdade vc precisa ouvir recuar pois derrota politica coisa certa    vc votos sindico condominio   ass alguem admirava vc juiz ,negativo,neutro,positivo,positivo
3841,Bolsonaro,2022-04-17,"A cada nova pesquisa, mais fica claro: Lula desce, Bolsonaro sobe. A mentirada sobre a ""liderança implacável"" do molusco está acabando!",cada nova pesquisa  fica claro  lula desce  bolsonaro sobe  mentirada sobre  lideranca implacavel  molusco acabando ,positivo,positivo,positivo,negativo
3842,Bolsonaro,2022-04-17,"@Chefcarolinavi1 @gleisi Bolsonaro é bom para votar, é bom para nós defender, é bom para  nos proteger e ótimo ficar com ele.🚲🛵🏍️🚜🛴🦽🚲🛵🏍️🚜🚲🚑🚓🏎️🚎🚌🛺🚕🚙🚐🚒🚗🛻🚚🚛🛵🚲🚲🚲🚲🚲🚲",bolsonaro bom votar  bom defender  bom proteger otimo ficar ele ,positivo,positivo,positivo,positivo
3843,Bolsonaro,2022-04-17,@jairbolsonaro @shcosta63 @minsaude Boa noite Sheila Nunes e Presidente Jair Mesias Bolsonaro...,boa noite sheila nunes presidente jair mesias bolsonaro   ,positivo,neutro,neutro,positivo
3844,Bolsonaro,2022-04-17,"@pmarcelo1972 Para falar a verdade não votei nem para Deputado ou Senador aqui em Brasília, só no Bolsonaro. E este ano nem sei quais são os candidatos do Presidente o que é lastimável. Mas sei que votarei no 22 sempre",falar verdade votei deputado senador aqui brasilia  bolsonaro  ano sei quais candidatos presidente lastimavel  sei votarei sempre,positivo,neutro,neutro,negativo
3845,Bolsonaro,2022-04-17,"@denisemvfonseca @gleisi Bolsonaro é bom para votar, é bom para nós defender, é bom para  nos proteger e ótimo ficar com ele.🚲🛵🏍️🚜🛴🦽🚲🛵🏍️🚜🚲🚑🚓🏎️🚎🚌🛺🚕🚙🚐🚒🚗🛻🚚🚛🛵🚲🚲🚲🚲🚲🚲",bolsonaro bom votar  bom defender  bom proteger otimo ficar ele ,positivo,positivo,positivo,positivo
3846,Bolsonaro,2022-04-17,@Felipe1982_olv @reginavsb Os santinhos subiram 69%. Veja como ficou. Bruto ok?  https://t.co/W2QhDv2otZ,santinhos subiram    veja ficou  bruto ok ,negativo,negativo,negativo,positivo
3847,Bolsonaro,2022-04-17,@bolsonaro_20_22 Na verdade eu fui gratuitamente pois o meu tio trabalha por lá kkkkk,verdade gratuitamente pois tio trabalha la kkkkk,positivo,neutro,neutro,positivo
3848,Bolsonaro,2022-04-17,"@Biakicis Minha família esta nessa média, também a maioria dos meus amigos e vizinhos. SP é Bolsonaro!",familia nessa media  maioria amigos vizinhos  sp bolsonaro ,positivo,neutro,neutro,positivo
3849,Bolsonaro,2022-04-17,"@B22Lyra @LulaOficial @gleisi @geraldoalckmin Bolsonaro é bom para votar, é bom para nós defender, é bom para  nos proteger e ótimo ficar com ele.🚲🛵🏍️🚜🛴🦽🚲🛵🏍️🚜🚲🚑🚓🏎️🚎🚌🛺🚕🚙🚐🚒🚗🛻🚚🚛🛵🚲🚲🚲🚲🚲🚲",bolsonaro bom votar  bom defender  bom proteger otimo ficar ele ,positivo,positivo,positivo,positivo
3850,Bolsonaro,2022-04-17,"É tao insano, que preferem atacar alguém que está usando toda a visibilidade que tem para fazer Milhares de pessoas se descobrirem quem são, e se aceitarem como são, qusndo vc poderia estar usando todo esse odio internalizado para atacar o Bolsonaro, por exemplo e tantos outros",tao insano  preferem atacar alguem usando toda visibilidade fazer milhares pessoas descobrirem sao  aceitarem sao  qusndo vc poderia estar usando todo odio internalizado atacar bolsonaro  exemplo tantos outros,negativo,negativo,negativo,negativo
3851,Bolsonaro,2022-04-17,"@ticorilo @juliette Te amoool Ju

Te amooooo

Fora Bolsonaro

Isso mesmo 

Amigos 🌵🌵🌵🌵🌵 vamos ajudar 

Fora jessi
Fora jessi

Fora jessi

Fora jessi

Fora Bolsonaro

Fora jessi

Foca no Gshow:
https://t.co/6egg2rQERT

#ForaJessi 

Vai Corinthians

Arthur campeão",amoool ju amooooo bolsonaro amigos vamos ajudar jessi jessi jessi jessi bolsonaro jessi foca gshow  vai corinthians arthur campeao,positivo,neutro,neutro,positivo
3852,Bolsonaro,2022-04-17,"@CrankLawyer @visegrad24 Yep, some bolsonaro people r crazy, but some Lula people too. I hope that we can find a middle term, and u too. Trump was crazy, but biden seems very strange. And people still been fuckup for political interests. If we didnt have free healthcare things would get pretty bad here.",yep  some bolsonaro people r crazy  but some lula people too  i hope that we can find middle term  and u too  trump was crazy  but biden seems very strange  and people still been fuckup political interests  if we didnt have free healthcare things would get pretty bad here ,neutro,neutro,neutro,negativo
3853,Bolsonaro,2022-04-17,COM bOLSONARO ATE 2026 https://t.co/HXMr1vvbkm,bolsonaro ate,neutro,neutro,neutro,neutro
3854,Bolsonaro,2022-04-17,"Quando a rede social Twitter destaca uma Fake News (VTNC), é óbvio que bateu o desespero, Fora Bolsonaro, o resto é só desespero https://t.co/yIw0nRBVkJ",rede social twitter destaca fake news  vtnc   obvio bateu desespero  bolsonaro  resto desespero,negativo,positivo,positivo,negativo
3855,Bolsonaro,2022-04-17,@marcofeliciano https://t.co/DksYYHXjuk,,neutro,neutro,neutro,neutro
3856,Bolsonaro,2022-04-17,"@NonaConta_ @gleisi Bolsonaro é bom para votar, é bom para nós defender, é bom para  nos proteger e ótimo ficar com ele.🚲🛵🏍️🚜🛴🦽🚲🛵🏍️🚜🚲🚑🚓🏎️🚎🚌🛺🚕🚙🚐🚒🚗🛻🚚🚛🛵🚲🚲🚲🚲🚲🚲",bolsonaro bom votar  bom defender  bom proteger otimo ficar ele ,positivo,positivo,positivo,positivo
3857,Bolsonaro,2022-04-17,"@anavilarinol @Anitta Oi @Anitta. Não sei se vai ler, mas, veja bem: pra derrotar Bolsonaro, não basta fazer campanha contra. É preciso apoiar publicamente que todos os políticos sejam instintos e o Brasil seja fechado!!!",oi sei vai ler  mas  veja bem  pra derrotar bolsonaro  basta fazer campanha contra  preciso apoiar publicamente todos politicos instintos brasil fechado   ,positivo,neutro,positivo,negativo
3858,Bolsonaro,2022-04-17,@xmaricot4 @ddsaptb é oq então mana? Bolsonaro?,oq entao mana  bolsonaro ,neutro,neutro,neutro,neutro
